agent_id,o_zone_id,d_zone_id,volume,travel_time,node_sequence,o_node_id,d_node_id
301,1,128,0.01611849,37.39602434,1;547;548;552;435;554;622;623;681;487;682;406;677;678;673;674;128,1,128
302,1,128,0,40.42004983,1;547;548;618;434;619;614;439;615;610;611;680;404;675;676;671;672;674;128,1,128
303,1,128,0.00388151,37.50958293,1;547;548;552;435;554;625;555;624;623;681;487;682;406;677;678;673;674;128,1,128
304,1,129,0,30.16693079,1;547;548;552;435;554;622;623;681;487;488;405;404;675;129,1,129
305,1,129,0.102643419,28.60644126,1;547;548;618;434;619;614;439;615;610;611;680;404;675;129,1,129
306,1,129,0.042047646,28.63278158,1;547;548;552;619;614;439;615;610;611;680;404;675;129,1,129
307,1,129,0,29.08047402,1;547;548;552;435;554;614;439;615;610;679;680;404;675;129,1,129
308,1,129,0.130803963,28.60550786,1;547;548;552;619;614;439;615;610;679;680;404;675;129,1,129
309,1,129,0.164504971,28.57916754,1;547;548;618;434;619;614;439;615;610;679;680;404;675;129,1,129
310,1,130,0.000441265,32.93186396,1;547;548;552;435;554;622;623;681;487;488;405;404;675;676;130,1,130
311,1,130,0.018428731,31.37137442,1;547;548;618;434;619;614;439;615;610;611;680;404;675;676;130,1,130
312,1,130,0.007676367,31.39771474,1;547;548;552;619;614;439;615;610;611;680;404;675;676;130,1,130
313,1,130,0,31.84540719,1;547;548;552;435;554;614;439;615;610;679;680;404;675;676;130,1,130
314,1,130,0.023801727,31.37044102,1;547;548;552;619;614;439;615;610;679;680;404;675;676;130,1,130
315,1,130,0.02965191,31.34410071,1;547;548;618;434;619;614;439;615;610;679;680;404;675;676;130,1,130
316,1,131,0.298866975,28.56654436,1;547;548;552;435;554;622;623;681;487;682;406;677;131,1,131
317,1,131,0,31.46970371,1;547;548;618;434;619;614;439;615;610;611;680;404;675;677;131,1,131
318,1,131,0.071133025,28.68010296,1;547;548;552;435;554;625;555;624;623;681;487;682;406;677;131,1,131
319,1,132,0.145267565,31.4437332,1;547;548;552;435;554;622;623;681;487;682;406;677;678;132,1,132
320,1,132,0,34.34689255,1;547;548;618;434;619;614;439;615;610;611;680;404;675;677;678;132,1,132
321,1,132,0.034732435,31.5572918,1;547;548;552;435;554;625;555;624;623;681;487;682;406;677;678;132,1,132
322,1,133,1.041681761,23.57480672,1;547;548;552;435;554;614;439;615;610;679;133,1,133
323,1,133,3.72232904,23.07350024,1;547;548;618;434;619;614;439;615;610;679;133,1,133
324,1,133,3.135989199,23.09984056,1;547;548;552;619;614;439;615;610;679;133,1,133
325,1,134,0.355476435,25.89183054,1;547;548;552;435;554;614;439;615;610;679;680;134,1,134
326,1,134,0.537129231,25.41779778,1;547;548;618;434;619;614;439;615;610;611;680;134,1,134
327,1,134,0.245112865,25.4441381,1;547;548;552;619;614;439;615;610;611;680;134,1,134
328,1,134,0.766105796,25.41686438,1;547;548;552;619;614;439;615;610;679;680;134,1,134
329,1,134,0.676175673,25.39052406,1;547;548;618;434;619;614;439;615;610;679;680;134,1,134
330,1,135,4.188053889,21.96105746,1;547;548;552;435;554;622;623;681;135,1,135
331,1,135,0,28.76548749,1;547;548;550;553;496;556;557;630;626;627;486;691;681;135,1,135
332,1,135,0.981946111,22.07461606,1;547;548;552;435;554;625;555;624;623;681;135,1,135
333,1,136,1.593169848,25.38435469,1;547;548;552;435;554;622;623;681;487;682;136,1,136
334,1,136,0,30.12924815,1;547;548;550;553;496;556;557;630;626;627;486;535;487;682;136,1,136
335,1,136,0.376830152,25.49791329,1;547;548;552;435;554;625;555;624;623;681;487;682;136,1,136
336,1,137,0.006532282,36.82846123,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;137,1,137
337,1,137,0,37.84904051,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;688;683;137,1,137
338,1,137,0.043467718,36.02298605,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;137,1,137
339,1,138,0.00136017,39.85145989,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;684;138,1,138
340,1,138,0,40.87203916,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;688;683;684;138,1,138
341,1,138,0.00863983,39.0459847,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;684;138,1,138
342,1,139,0.000691116,39.82037885,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;685;139,1,139
343,1,139,0,40.8186064,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;689;690;685;139,1,139
344,1,139,0.015617767,38.99255194,1;547;548;552;435;554;437;438;535;486;691;692;407;687;689;690;685;139,1,139
345,1,139,0.000718522,39.79802712,1;547;548;552;435;554;622;623;681;691;692;407;687;689;690;685;139,1,139
346,1,139,0.002972595,39.01490366,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;685;139,1,139
347,1,140,0.000782973,42.76315655,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;685;686;140,1,140
348,1,140,0,43.7613841,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;689;690;685;686;140,1,140
349,1,140,0.015434053,41.93532964,1;547;548;552;435;554;437;438;535;486;691;692;407;687;689;690;685;686;140,1,140
350,1,140,0.000808456,42.74080483,1;547;548;552;435;554;622;623;681;691;692;407;687;689;690;685;686;140,1,140
351,1,140,0.002974518,41.95768136,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;685;686;140,1,140
352,1,141,0.050371092,30.9566026,1;547;548;552;435;554;622;623;681;691;692;407;687;141,1,141
353,1,141,0,31.97718188,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;141,1,141
354,1,141,0.379628908,30.15112742,1;547;548;552;435;554;437;438;535;486;691;692;407;687;141,1,141
355,1,142,0.167768061,33.79661848,1;547;548;552;435;554;622;623;681;691;692;407;687;688;142,1,142
356,1,142,0,34.81719775,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;688;142,1,142
357,1,142,1.182231939,32.99114329,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;142,1,142
358,1,143,0,34.52368416,1;547;548;552;435;554;622;623;681;691;692;694;408;689;143,1,143
359,1,143,0,34.91875736,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;689;143,1,143
360,1,143,0.234118389,33.0927029,1;547;548;552;435;554;437;438;535;486;691;692;407;687;689;143,1,143
361,1,143,0.005881611,33.89817809,1;547;548;552;435;554;622;623;681;691;692;407;687;689;143,1,143
362,1,144,0,37.36990497,1;547;548;552;435;554;622;623;681;691;692;694;408;689;690;144,1,144
363,1,144,0,37.76497818,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;689;690;144,1,144
364,1,144,0.05817106,35.93892372,1;547;548;552;435;554;437;438;535;486;691;692;407;687;689;690;144,1,144
365,1,144,0.00182894,36.7443989,1;547;548;552;435;554;622;623;681;691;692;407;687;689;690;144,1,144
366,1,145,0.320833127,24.83846426,1;547;548;552;435;554;622;623;681;691;145,1,145
367,1,145,0,25.85904354,1;547;548;550;553;496;556;557;630;626;627;486;691;145,1,145
368,1,145,3.019166873,24.03298908,1;547;548;552;435;554;437;438;535;486;691;145,1,145
369,1,146,0.350689899,27.64367781,1;547;548;552;435;554;622;623;681;691;692;146,1,146
370,1,146,0,28.66425708,1;547;548;550;553;496;556;557;630;626;627;486;691;692;146,1,146
371,1,146,2.929310101,26.83820262,1;547;548;552;435;554;437;438;535;486;691;692;146,1,146
372,1,147,0.353564716,28.29488671,1;547;548;552;435;554;622;623;627;484;480;479;693;147,1,147
373,1,147,0,28.81121451,1;547;548;550;553;496;556;557;630;626;627;484;480;483;693;147,1,147
374,1,147,7.205589509,27.5474509,1;547;548;552;435;554;437;438;535;486;480;483;693;147,1,147
375,1,147,0.090845776,27.81204732,1;547;548;552;435;554;622;623;627;484;480;483;693;147,1,147
376,1,147,0,28.03029029,1;547;548;552;435;554;437;438;535;486;480;479;693;147,1,147
377,1,148,0.23523245,31.1141349,1;547;548;552;435;554;622;623;681;691;692;694;148,1,148
378,1,148,0,32.13471418,1;547;548;550;553;496;556;557;630;626;627;486;691;692;694;148,1,148
379,1,148,0.040776738,30.70458374,1;547;548;552;435;554;437;438;535;486;480;483;693;694;148,1,148
380,1,148,1.723990811,30.30865972,1;547;548;552;435;554;437;438;535;486;691;692;694;148,1,148
381,1,149,0.02082616,39.94295169,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;695;149,1,149
382,1,149,0.001919334,40.94211888,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;695;149,1,149
383,1,149,0.097254506,39.67835527,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;695;149,1,149
384,1,150,0.178914151,42.93225061,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;695;696;150,1,150
385,1,150,0.022322253,43.9314178,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;695;696;150,1,150
386,1,150,0.818763597,42.6676542,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;695;696;150,1,150
387,1,151,0.003507664,42.8927935,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;695;697;151,1,151
388,1,151,0.000436241,43.89196069,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;695;697;151,1,151
389,1,151,0.016056095,42.62819709,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;695;697;151,1,151
390,1,152,0.180569747,45.94426142,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;695;697;698;152,1,152
391,1,152,0.027580145,46.94342861,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;695;697;698;152,1,152
392,1,152,0.811850108,45.679665,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;695;697;698;152,1,152
393,1,153,0.223875915,34.79085147,1;547;548;552;435;554;622;623;627;484;480;483;539;409;538;699;153,1,153
394,1,153,0.004560304,35.79001866,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;538;699;153,1,153
395,1,153,1.091563781,34.52625505,1;547;548;552;435;554;437;438;535;486;480;483;539;409;538;699;153,1,153
396,1,154,0.214448517,37.15147239,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;700;154,1,154
397,1,154,0.012079078,38.15063958,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;700;154,1,154
398,1,154,1.023472404,36.88687598,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;700;154,1,154
399,1,155,0.013755233,37.66405503,1;547;548;552;435;554;622;623;627;484;480;483;539;409;538;699;701;155,1,155
400,1,155,0.000870229,38.66322222,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;538;699;701;155,1,155
401,1,155,0.065374538,37.39945862,1;547;548;552;435;554;437;438;535;486;480;483;539;409;538;699;701;155,1,155
402,1,156,0.008686639,40.2022885,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;700;702;156,1,156
403,1,156,0.000828385,41.20145569,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;700;702;156,1,156
404,1,156,0.040484975,39.93769209,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;700;702;156,1,156
405,1,157,0.049293349,30.88714384,1;547;549;550;560;558;557;490;631;636;632;633;478;703;157,1,157
406,1,157,0.056386497,30.79102389,1;547;548;550;553;496;556;557;490;631;636;632;633;478;703;157,1,157
407,1,157,0.451076877,30.65881256,1;547;548;552;435;554;437;438;535;486;480;479;478;703;157,1,157
408,1,157,0.007084246,30.92340898,1;547;548;552;435;554;622;623;627;484;480;479;478;703;157,1,157
409,1,157,0,31.10967108,1;547;548;552;435;554;622;623;627;484;629;633;478;703;157,1,157
410,1,157,0.136159031,30.62897179,1;547;548;552;435;554;437;438;535;486;480;483;693;703;157,1,157
411,1,158,0.056826598,32.20319352,1;547;548;552;435;554;622;623;627;484;480;483;539;704;158,1,158
412,1,158,0,33.20236071,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;704;158,1,158
413,1,158,0.283173402,31.9385971,1;547;548;552;435;554;437;438;535;486;480;483;539;704;158,1,158
414,1,159,0.03868321,33.72658386,1;547;549;550;560;558;557;490;631;571;634;635;705;159,1,159
415,1,159,0.126967681,32.94002066,1;547;548;550;553;496;556;557;490;631;636;501;502;503;504;635;705;159,1,159
416,1,159,0.182044886,33.01817343,1;547;548;550;560;558;491;490;631;636;501;502;503;504;635;705;159,1,159
417,1,159,0.072195239,33.45512561,1;547;548;552;435;554;437;438;535;486;480;479;478;703;705;159,1,159
418,1,159,0.123949238,32.97059457,1;547;549;550;553;496;556;557;490;631;636;501;502;503;504;635;705;159,1,159
419,1,159,0.627134926,32.88199366,1;547;549;551;563;564;565;569;570;571;634;635;705;159,1,159
420,1,159,0.169024821,32.90369341,1;547;548;552;553;496;556;557;490;631;636;501;502;503;504;635;705;159,1,159
421,1,160,0.018683232,35.07100139,1;547;548;552;435;554;622;623;627;484;480;483;539;704;706;160,1,160
422,1,160,0.000465481,36.07016858,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;704;706;160,1,160
423,1,160,0.090851287,34.80640497,1;547;548;552;435;554;437;438;535;486;480;483;539;704;706;160,1,160
424,1,161,0.008711119,34.38988776,1;547;549;550;560;558;557;490;631;636;501;502;503;477;476;707;161,1,161
425,1,161,0.00961688,34.2937678,1;547;548;550;553;496;556;557;490;631;636;501;502;503;477;476;707;161,1,161
426,1,161,0.023762189,34.37192057,1;547;548;550;560;558;491;490;631;636;501;502;503;477;476;707;161,1,161
427,1,161,0.004396506,34.35931384,1;547;548;550;560;558;557;490;631;636;501;502;503;477;476;707;161,1,161
428,1,161,0.044112705,34.25744055,1;547;548;552;553;496;556;557;490;631;636;501;502;503;477;476;707;161,1,161
429,1,161,0.009400602,34.32434172,1;547;549;550;553;496;556;557;490;631;636;501;502;503;477;476;707;161,1,161
430,1,164,0.02,37.73852222,1;547;621;620;598;599;432;595;596;441;591;592;587;588;584;710;164,1,164
431,1,166,0.06,37.86789501,1;547;621;620;598;599;432;595;596;441;591;592;587;588;584;712;166,1,166
432,1,167,0.001150801,41.58323174,1;547;548;552;435;554;437;438;536;537;399;604;605;600;601;716;713;167,1,167
433,1,167,0.018849199,40.94791219,1;547;621;620;598;599;432;595;596;441;591;592;587;588;584;712;713;167,1,167
434,1,170,0.083326904,38.22527629,1;547;548;552;435;554;437;438;536;537;399;604;605;600;601;716;170,1,170
435,1,170,0.009108162,38.43516763,1;547;548;618;434;619;614;439;615;610;537;399;398;397;396;395;394;601;716;170,1,170
436,1,170,0.010986071,38.19289813,1;547;548;552;619;614;439;615;610;537;399;604;605;600;601;716;170,1,170
437,1,170,0.006578862,38.66786429,1;547;548;552;435;554;614;439;615;610;537;399;604;605;600;601;716;170,1,170
438,1,171,0.007569934,41.09559628,1;547;548;552;435;554;437;438;536;537;399;604;605;600;601;716;717;171,1,171
439,1,171,0.000840037,41.30548762,1;547;548;618;434;619;614;439;615;610;537;399;398;397;396;395;394;601;716;717;171,1,171
440,1,171,0.000963853,41.06321811,1;547;548;552;619;614;439;615;610;537;399;604;605;600;601;716;717;171,1,171
441,1,171,0.000626177,41.53818428,1;547;548;552;435;554;614;439;615;610;537;399;604;605;600;601;716;717;171,1,171
442,1,172,0.004754216,38.36185191,1;547;548;552;435;554;614;439;615;610;611;403;606;607;602;603;718;172,1,172
443,1,172,0.013301334,37.86054543,1;547;548;618;434;619;614;439;615;610;611;403;606;607;602;603;718;172,1,172
444,1,172,0.011944451,37.88688574,1;547;548;552;619;614;439;615;610;611;403;606;607;602;603;718;172,1,172
445,1,178,0.016109698,40.40383909,1;547;548;552;435;554;622;623;681;487;682;406;677;678;673;674;724;178,1,178
446,1,178,0,43.42786458,1;547;548;618;434;619;614;439;615;610;611;680;404;675;676;671;672;674;724;178,1,178
447,1,178,0.003890302,40.51739769,1;547;548;552;435;554;625;555;624;623;681;487;682;406;677;678;673;674;724;178,1,178
448,1,179,0.008051286,43.21856679,1;547;548;552;435;554;622;623;681;487;682;406;677;678;673;674;724;725;179,1,179
449,1,179,0,46.24259228,1;547;548;618;434;619;614;439;615;610;611;680;404;675;676;671;672;674;724;725;179,1,179
450,1,179,0.001948714,43.33212538,1;547;548;552;435;554;625;555;624;623;681;487;682;406;677;678;673;674;724;725;179,1,179
451,1,182,0.002810577,42.81590899,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;684;728;182,1,182
452,1,182,0,43.83648826,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;688;683;684;728;182,1,182
453,1,182,0.017189423,42.0104338,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;684;728;182,1,182
454,1,184,0.000432141,45.76504266,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;685;686;730;184,1,184
455,1,184,0,46.78964963,1;547;548;550;553;496;556;557;630;626;627;486;691;692;407;687;688;683;684;728;730;184,1,184
456,1,184,0.000485435,44.96359517,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;684;728;730;184,1,184
457,1,184,0,45.76907036,1;547;548;552;435;554;622;623;681;691;692;407;687;688;683;684;728;730;184,1,184
458,1,184,0,45.74269094,1;547;548;552;435;554;622;623;681;691;692;407;687;689;690;685;686;730;184,1,184
459,1,184,0.007594314,44.93721576,1;547;548;552;435;554;437;438;535;486;691;692;407;687;689;690;685;686;730;184,1,184
460,1,184,0.00148811,44.95956748,1;547;548;552;435;554;437;438;535;486;691;692;407;687;688;683;685;686;730;184,1,184
461,1,188,0.182231517,45.73441099,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;412;413;734;188,1,188
462,1,188,0.027505691,46.73357818,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;412;413;734;188,1,188
463,1,188,0.820262792,45.46981457,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;412;413;734;188,1,188
464,1,189,0.002565286,48.5472229,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;412;413;734;735;189,1,189
465,1,189,0.000619388,49.54616592,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;412;413;414;735;189,1,189
466,1,189,0.01041946,48.28240231,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;412;413;414;735;189,1,189
467,1,189,0.000565227,48.54699873,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;412;413;414;735;189,1,189
468,1,189,0.005830638,48.28262648,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;412;413;734;735;189,1,189
469,1,190,0.001783404,48.70598579,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;412;413;734;736;190,1,190
470,1,190,0.000312035,49.70515298,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;412;413;734;736;190,1,190
471,1,190,0.007904561,48.44138938,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;412;413;734;736;190,1,190
472,1,191,0.001795334,51.52734408,1;547;548;552;435;554;622;623;627;484;480;483;539;409;410;411;412;413;734;736;737;191,1,191
473,1,191,0.000349925,52.52651127,1;547;548;550;553;496;556;557;630;626;627;484;480;483;539;409;410;411;412;413;734;736;737;191,1,191
474,1,191,0.007854741,51.26274766,1;547;548;552;435;554;437;438;535;486;480;483;539;409;410;411;412;413;734;736;737;191,1,191
475,1,194,0,50.50815065,1;547;621;620;598;599;597;778;777;767;766;422;421;420;419;739;740;194,1,194
476,1,194,0.990258164,48.0344044,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;421;420;419;739;740;194,1,194
477,1,194,0.009741836,48.89270671,1;547;621;620;598;599;597;778;777;767;423;422;421;420;419;739;740;194,1,194
478,1,199,0.005216803,37.09114792,1;547;621;620;598;599;597;778;777;767;766;756;755;745;199,1,199
479,1,199,0.004783197,37.22447343,1;547;621;620;598;599;432;431;428;429;778;777;767;766;756;755;745;199,1,199
480,1,203,0,40.98397625,1;547;621;620;598;599;597;778;777;767;766;422;421;754;749;203,1,203
481,1,203,0.01,38.51023,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;421;754;749;203,1,203
482,1,203,0,39.36853232,1;547;621;620;598;599;597;778;777;767;423;422;421;754;749;203,1,203
483,1,204,0,44.03992268,1;547;621;620;598;599;597;778;777;767;766;422;421;754;749;750;204,1,204
484,1,204,0.009965254,41.56617644,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;421;754;749;750;204,1,204
485,1,204,3.47E-05,42.42447875,1;547;621;620;598;599;597;778;777;767;423;422;421;754;749;750;204,1,204
486,1,205,0.014556813,37.44996826,1;547;621;620;598;599;597;778;777;767;766;756;753;751;205,1,205
487,1,205,0.001417619,38.03234106,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;421;753;751;205,1,205
488,1,205,0.000855983,37.58329378,1;547;621;620;598;599;432;431;428;429;778;777;767;766;756;753;751;205,1,205
489,1,205,0.013169586,37.52063846,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;762;753;751;205,1,205
490,1,207,0.029520832,34.70210738,1;547;621;620;598;599;597;778;777;767;766;756;753;207,1,207
491,1,207,0.002583304,35.28448018,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;421;753;207,1,207
492,1,207,0.001609353,34.8354329,1;547;621;620;598;599;432;431;428;429;778;777;767;766;756;753;207,1,207
493,1,207,0.02628651,34.77277758,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;762;753;207,1,207
494,1,208,0,38.10601207,1;547;621;620;598;599;597;778;777;767;766;422;421;754;208,1,208
495,1,208,0.02,35.63226583,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;421;754;208,1,208
496,1,208,0,36.49056814,1;547;621;620;598;599;597;778;777;767;423;422;421;754;208,1,208
497,1,209,0.544508338,34.14112095,1;547;621;620;598;599;597;778;777;767;766;756;755;209,1,209
498,1,209,0.495491662,34.27444646,1;547;621;620;598;599;432;431;428;429;778;777;767;766;756;755;209,1,209
499,1,210,0.105155446,31.23066071,1;547;621;620;598;599;597;778;777;767;766;756;210,1,210
500,1,210,0.094844554,31.36398622,1;547;621;620;598;599;432;431;428;429;778;777;767;766;756;210,1,210
501,1,211,0.001003198,42.08937769,1;547;621;620;598;599;597;778;777;424;773;774;765;760;761;757;211,1,211
502,1,211,0.000752016,41.52479135,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;765;760;761;757;211,1,211
503,1,211,0.00748735,41.17630761,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;765;760;761;757;211,1,211
504,1,211,0.000757435,41.54746399,1;547;621;620;598;599;432;431;428;427;426;425;775;773;774;765;760;761;757;211,1,211
505,1,212,0,40.40415515,1;547;621;620;598;599;597;778;777;767;766;422;762;763;758;212,1,212
506,1,212,0.000727287,37.7931795,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;765;763;758;212,1,212
507,1,212,0.006058752,37.44469577,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;765;763;758;212,1,212
508,1,212,0,38.78871122,1;547;621;620;598;599;597;778;777;767;423;422;762;763;758;212,1,212
509,1,212,0.003213961,37.93040891,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;762;763;758;212,1,212
510,1,214,0.001814048,35.41271112,1;547;621;620;598;599;597;778;777;424;773;774;765;760;214,1,214
511,1,214,0.001408022,34.84812477,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;765;760;214,1,214
512,1,214,0.015356972,34.49964104,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;765;760;214,1,214
513,1,214,0.001420958,34.87079741,1;547;621;620;598;599;432;431;428;427;426;425;775;773;774;765;760;214,1,214
514,1,216,0,34.21201416,1;547;621;620;598;599;597;778;777;767;766;422;762;216,1,216
515,1,216,0.009707435,32.15188542,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;762;216,1,216
516,1,216,0.170292565,31.73826792,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;762;216,1,216
517,1,216,0,32.59657023,1;547;621;620;598;599;597;778;777;767;423;422;762;216,1,216
518,1,217,0,37.41262822,1;547;621;620;598;599;597;778;777;767;766;422;762;763;217,1,217
519,1,217,0.002814409,34.80165257,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;765;763;217,1,217
520,1,217,0.024429146,34.45316884,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;765;763;217,1,217
521,1,217,0,35.79718429,1;547;621;620;598;599;597;778;777;767;423;422;762;763;217,1,217
522,1,217,0.012756445,34.93888198,1;547;621;620;598;599;432;431;428;427;426;425;424;423;422;762;763;217,1,217
523,1,218,0.021289734,29.66673698,1;547;621;620;598;599;597;778;777;424;773;764;218,1,218
524,1,218,0.050402172,28.86183376,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;218,1,218
525,1,218,0.198308094,28.7536669,1;547;621;620;598;599;432;431;428;427;426;425;424;773;764;218,1,218
526,1,219,0.022151031,32.48212052,1;547;621;620;598;599;597;778;777;424;773;774;765;219,1,219
527,1,219,0.017589717,31.91753417,1;547;621;620;598;599;432;431;428;427;426;425;424;423;764;765;219,1,219
528,1,219,0.202485755,31.56905044,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;765;219,1,219
529,1,219,0.017773497,31.94020682,1;547;621;620;598;599;432;431;428;427;426;425;775;773;774;765;219,1,219
530,1,220,0.671361362,28.14089474,1;547;621;620;598;599;597;778;777;767;766;220,1,220
531,1,220,0.598638638,28.27422026,1;547;621;620;598;599;432;431;428;429;778;777;767;766;220,1,220
532,1,221,0.26080232,25.01477825,1;547;621;620;598;599;597;778;777;767;221,1,221
533,1,221,0.22919768,25.14810376,1;547;621;620;598;599;432;431;428;429;778;777;767;221,1,221
534,1,222,0.04,36.18173052,1;547;621;620;598;599;432;431;428;427;426;425;775;776;771;772;768;222,1,222
535,1,223,0.003819716,33.22783718,1;547;621;620;598;599;597;778;777;424;773;774;769;223,1,223
536,1,223,0.014498279,32.3147671,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;769;223,1,223
537,1,223,0.031682005,32.18186392,1;547;621;620;598;599;432;431;428;427;426;425;775;776;771;769;223,1,223
538,1,224,0.003297463,36.1054617,1;547;621;620;598;599;597;778;777;424;773;774;769;770;224,1,224
539,1,224,0.011631569,35.19239162,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;769;770;224,1,224
540,1,224,0.025070968,35.05948843,1;547;621;620;598;599;432;431;428;427;426;425;775;776;771;769;770;224,1,224
541,1,225,0.12,29.27538935,1;547;621;620;598;599;432;431;428;427;426;425;775;776;771;225,1,225
542,1,226,0.09,32.27010136,1;547;621;620;598;599;432;431;428;427;426;425;775;776;771;772;226,1,226
543,1,227,0.099697603,26.55345748,1;547;621;620;598;599;597;778;777;424;773;227,1,227
544,1,227,1.233621812,25.6403874,1;547;621;620;598;599;432;431;428;427;426;425;424;773;227,1,227
545,1,227,0.086680585,26.01154378,1;547;621;620;598;599;432;431;428;427;426;425;775;773;227,1,227
546,1,228,0.101528033,29.60768121,1;547;621;620;598;599;597;778;777;424;773;774;228,1,228
547,1,228,1.104377083,28.69461113,1;547;621;620;598;599;432;431;428;427;426;425;424;773;774;228,1,228
548,1,228,0.084094884,29.06576751,1;547;621;620;598;599;432;431;428;427;426;425;775;773;774;228,1,228
549,1,229,1.67,23.19698256,1;547;621;620;598;599;432;431;428;427;426;425;775;229,1,229
550,1,230,0.59,26.30783799,1;547;621;620;598;599;432;431;428;427;426;425;775;776;230,1,230
551,1,231,0.982021008,22.05487098,1;547;621;620;598;599;597;778;777;231,1,231
552,1,231,0.847978992,22.18819649,1;547;621;620;598;599;432;431;428;429;778;777;231,1,231
553,1,232,5.023796882,18.52129135,1;547;621;620;598;599;597;778;232,1,232
